cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,lossSorted
1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,2,2,1,3,1,1,1,1,3,2,1,2,3,1,4,4,5,5,11,1,1,7,2,3,5,7,2,13,2,7,6,1,1,10,0.682905,0.422197,0.527991,0.432728,0.534484,0.58992,0.444613,0.57187,0.73271,0.75234,0.569745,0.594646,0.768525,0.237489,5635.06
1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,3,1,1,2,1,1,2,1,2,2,1,2,2,1,3,3,3,4,7,1,1,2,2,3,3,4,2,4,4,19,4,1,3,4,0.558141,0.827585,0.634224,0.373816,0.302678,0.360659,0.418469,0.26847,0.46226,0.50556,0.366788,0.359249,0.345247,0.211004,5641.42
1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,3,3,12,6,1,3,3,1,4,7,4,3,10,2,7,2,1,10,5,0.325401,0.620805,0.54977,0.473202,0.758711,0.201125,0.269182,0.24564,0.30859,0.21983,0.207238,0.204687,0.3574,0.233519,5651.62
2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,3,1,1,2,1,1,1,1,2,1,1,2,2,1,3,3,3,3,10,1,1,2,2,1,4,5,2,11,4,22,16,1,3,150,0.326675,0.555782,0.745801,0.493605,0.422268,0.413327,0.633197,0.45289,0.39447,0.26459,0.457203,0.447145,0.274217,0.67439,5662.29
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,2,2,1,2,1,1,1,1,3,2,1,2,2,1,3,3,3,4,6,1,1,2,1,1,3,4,2,11,2,29,8,6,3,4,0.513457,0.827585,0.54977,0.594598,0.902259,0.417897,0.413792,0.62918,0.5063,0.37493,0.338312,0.331643,0.315758,0.487757,5721.91
2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,4,2,1,1,1,1,1,1,3,2,1,3,1,2,1,2,1,4,10,1,1,4,2,5,2,2,2,11,2,1,20,1,4,32,0.655966,0.555782,0.336963,0.738221,0.281143,0.862621,0.696299,0.81542,0.58325,0.80569,0.843548,0.832658,0.866072,0.716829,5742.17
1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,3,3,3,11,6,1,2,7,3,3,4,5,2,18,2,40,30,1,6,10,0.436958,0.299102,0.745801,0.208655,0.281143,0.393798,0.533539,0.27797,0.5042,0.31003,0.678924,0.729856,0.333292,0.5448,5807.81
1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,5,3,9,2,7,1,1,9,1,4,1,6,2,14,2,14,35,1,10,25,0.143745,0.785784,0.65431,0.775744,0.831634,0.202451,0.282989,0.74174,0.23569,0.21604,0.192281,0.190178,0.342239,0.404627,5813.88
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,13,6,1,1,1,2,1,7,1,2,24,2,10,2,3,1,1,0.824083,0.299102,0.201309,0.493605,0.794794,0.631275,0.439865,0.63475,0.79734,0.64056,0.6075,0.612906,0.73885,0.820742,5823.82
1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,2,3,3,4,5,1,1,3,1,4,7,4,3,14,2,11,35,1,10,41,0.284869,0.620805,0.592681,0.886774,0.889301,0.219274,0.269765,0.64027,0.31763,0.25604,0.223038,0.250169,0.360468,0.473882,5825.27
1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,3,1,1,1,1,1,1,1,1,2,3,1,2,4,2,1,10,4,1,6,4,2,5,5,2,2,10,2,1,9,1,4,32,0.838708,0.299102,0.230975,0.761209,0.288217,0.841607,0.791456,0.31796,0.81945,0.79863,0.757468,0.74464,0.841131,0.73488,5833.19
1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,3,3,1,1,1,1,1,1,2,1,1,3,1,1,2,3,2,1,2,6,1,1,5,1,1,2,2,2,6,2,17,5,1,5,83,0.481573,0.422197,0.215772,0.713852,0.534484,0.711174,0.589613,0.56011,0.53565,0.47225,0.4922,0.481306,0.773235,0.356393,5838.78
1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,4,4,1,1,4,6,1,1,14,6,7,7,1,2,16,9,7,5,3,5,89,0.960283,0.299102,0.068793,0.54456,0.397069,0.948902,0.61654,0.47669,0.97621,0.8351,0.511698,0.714544,0.907207,0.23056,5866.07
1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,3,1,2,2,1,1,1,2,2,1,3,3,3,6,5,1,3,2,1,3,3,4,3,52,2,21,3,1,7,3,0.442673,0.358319,0.397983,0.236924,0.388783,0.351223,0.318752,0.24564,0.38249,0.45017,0.341813,0.335036,0.284958,0.283726,5867.28
1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,6,1,1,2,1,2,8,2,2,16,5,26,3,4,1,3,0.232722,0.422197,0.462347,0.236924,0.388783,0.419042,0.399243,0.30768,0.32865,0.39599,0.352419,0.359249,0.605077,0.334135,5875.5
1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,10,6,1,5,2,1,1,7,2,2,4,2,21,2,1,6,13,0.472892,0.785784,0.527991,0.442784,0.281143,0.570733,0.558977,0.80438,0.44352,0.63026,0.385085,0.395093,0.51666,0.28578,5887.17
1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,11,6,2,1,11,1,7,7,1,2,4,3,21,9,1,4,42,0.894333,0.555782,0.174588,0.284048,0.281143,0.908927,0.580988,0.80058,0.93383,0.82889,0.797841,0.785706,0.854872,0.263859,5939.61
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,13,6,1,1,6,2,1,1,9,2,10,2,6,7,3,9,9,0.34347,0.488789,0.65431,0.284048,0.302678,0.593046,0.751495,0.61795,0.46017,0.52221,0.550529,0.538473,0.601887,0.384434,5952.95
1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,10,4,1,1,4,2,5,4,1,2,11,4,14,9,1,9,24,0.893784,0.245921,0.230975,0.705434,0.281143,0.726619,0.425861,0.75964,0.93383,0.7877,0.757468,0.74464,0.751507,0.399668,5968.86
1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,4,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,5,3,3,2,1,1,1,9,1,8,5,4,3,15,2,21,3,1,10,25,0.214605,0.555782,0.527991,0.215482,0.295397,0.171743,0.23837,0.2638,0.2418,0.2123,0.169206,0.167768,0.339244,0.28578,6062.9
1,2,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,3,3,3,2,3,1,2,2,4,1,1,1,1,1,2,2,2,1,3,3,3,13,6,2,1,2,1,1,3,4,2,11,1,24,31,5,3,2,0.415686,0.620805,0.527991,0.267727,0.739121,0.385129,0.399149,0.41182,0.35897,0.26894,0.352419,0.345316,0.287682,0.233142,6068.99
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,4,4,1,3,1,1,1,1,4,1,2,2,3,1,4,4,5,13,6,1,1,7,2,1,5,7,2,12,2,10,2,5,10,10,0.632041,0.827585,0.673861,0.564742,0.931165,0.662161,0.48979,0.61229,0.64873,0.77634,0.698978,0.698722,0.689974,0.807082,6196.14
1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,3,2,1,4,7,1,3,6,1,5,1,9,2,16,2,4,7,1,9,9,0.397499,0.199504,0.65431,0.284048,0.302678,0.726386,0.806495,0.53046,0.479,0.56081,0.550529,0.538473,0.639532,0.603442,6203.56
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,3,2,2,1,1,1,1,1,1,3,2,1,2,1,1,1,2,1,4,2,1,1,7,2,5,1,2,2,11,2,42,26,1,1,15,0.649393,0.827585,0.745801,0.782772,0.651246,0.818755,0.785097,0.51853,0.64296,0.80569,0.765962,0.753252,0.78245,0.758145,6204.62
1,2,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,3,2,2,1,3,1,2,3,4,5,6,1,6,3,1,6,5,6,3,15,2,10,23,3,10,41,0.2348,0.245921,0.440642,0.373816,0.281143,0.238571,0.316954,0.48266,0.31581,0.22755,0.217678,0.214808,0.336261,0.807788,6210.01
1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,5,1,2,3,1,1,1,6,1,1,10,2,10,2,36,9,1,8,47,0.872918,0.555782,0.120071,0.493605,0.281143,0.802329,0.432825,0.27797,0.87356,0.81923,0.434083,0.424625,0.923673,0.802013,6266.9
1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,3,3,2,1,1,2,3,1,4,7,4,3,10,1,33,2,1,10,5,0.325401,0.488789,0.592681,0.473202,0.758711,0.201125,0.260915,0.24564,0.30859,0.21983,0.199654,0.214808,0.351299,0.210465,6275.82
2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,6,1,1,4,2,1,8,2,2,11,4,10,9,5,4,24,0.612965,0.245921,0.230975,0.705434,0.281143,0.78973,0.664751,0.82252,0.58325,0.79863,0.757468,0.74464,0.862949,0.79794,6507.32
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,2,2,1,1,2,2,1,2,1,1,1,1,3,2,1,2,2,1,3,3,3,13,6,1,1,2,1,3,4,4,2,14,2,1,14,14,6,4,0.496063,0.737068,0.592681,0.594598,0.594196,0.386522,0.369269,0.41762,0.43524,0.42284,0.352419,0.345316,0.372852,0.740079,6511.58
1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,1,3,2,1,2,1,1,2,1,1,1,1,1,1,2,8,1,1,1,6,5,4,1,2,10,2,1,9,1,9,47,0.894333,0.299102,0.111114,0.493605,0.281143,0.731498,0.438285,0.75964,0.93383,0.7877,0.377724,0.40609,0.751507,0.721935,6518.94
1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,4,1,2,2,1,2,1,1,1,1,3,2,1,1,2,1,1,3,3,1,7,1,1,6,2,1,3,4,2,6,3,2,36,1,3,17,0.638758,0.422197,0.506105,0.815505,0.696981,0.484481,0.46824,0.60659,0.5189,0.56081,0.464956,0.454705,0.407736,0.312919,6566.83
2,1,2,1,2,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,3,1,1,2,3,1,1,2,1,1,1,2,2,1,3,3,3,2,10,2,2,2,1,1,3,4,2,10,4,2,18,1,3,4,0.472892,0.681761,0.592681,0.844287,0.68211,0.385129,0.376192,0.58354,0.5063,0.39068,0.321076,0.345316,0.312885,0.31225,6574.26
1,2,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,3,3,13,6,1,2,3,1,6,4,4,2,10,2,9,4,7,3,5,0.312802,0.681761,0.711159,0.412789,0.302678,0.220686,0.268988,0.27797,0.38249,0.31003,0.24541,0.241676,0.298734,0.282837,6575.18
1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,4,2,2,1,1,3,3,2,7,1,2,4,7,5,3,5,2,13,2,8,30,1,3,62,0.555279,0.827585,0.65431,0.215482,0.281143,0.59191,0.965359,0.39455,0.54609,0.5,0.96249,0.958165,0.375975,0.363011,6585.73
2,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,3,2,1,2,2,1,3,3,3,7,8,1,1,2,1,3,3,4,2,4,2,17,4,1,3,4,0.503312,0.488789,0.57136,0.373816,0.422268,0.337155,0.340247,0.26847,0.41471,0.44467,0.341813,0.335036,0.318646,0.354343,6597.77
1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,3,6,1,1,7,3,2,2,2,2,2,1,7,2,1,1,10,0.330514,0.737068,0.692825,0.564742,0.643315,0.438917,0.436585,0.60087,0.35127,0.43919,0.711942,0.698722,0.611431,0.236393,6598.34
1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,1,3,1,1,2,1,1,1,1,4,1,1,2,2,1,1,3,3,11,2,1,5,2,1,5,3,4,3,14,2,1,14,4,7,3,0.585115,0.555782,0.54977,0.604408,0.281143,0.502705,0.480792,0.43518,0.66201,0.58257,0.415029,0.40609,0.354344,0.71487,6615.75
1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,3,3,3,6,1,1,1,2,2,3,3,4,2,4,5,2,4,1,3,4,0.54667,0.681761,0.728827,0.373816,0.422268,0.364464,0.401162,0.26847,0.46226,0.50556,0.415029,0.40609,0.345247,0.304496,6625.14
1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,10,10,1,1,5,1,5,7,1,2,30,2,22,2,1,4,7,0.899689,0.620805,0.317666,0.309621,0.602545,0.808958,0.478205,0.72299,0.94438,0.8351,0.592525,0.579845,0.848129,0.673856,6643.7
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,3,2,1,2,1,1,2,2,1,13,6,1,1,2,1,2,1,2,2,2,2,10,2,2,1,2,0.372785,0.681761,0.592681,0.614134,0.874863,0.400555,0.401637,0.58934,0.35127,0.43919,0.374064,0.366307,0.611431,0.807022,6696.44
2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,4,1,4,2,1,1,2,2,1,1,2,2,1,1,1,4,4,1,1,4,4,1,1,12,2,7,4,1,2,10,2,35,20,1,4,63,0.945272,0.620805,0.246911,0.642745,0.281143,0.935935,0.646164,0.96114,0.96909,0.83814,0.644013,0.908179,0.869135,0.769118,6698.61
1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,3,3,3,2,8,1,1,2,1,3,3,4,2,13,2,10,35,1,7,2,0.496063,0.737068,0.54977,0.948643,0.422268,0.379574,0.369498,0.68308,0.40455,0.47779,0.359572,0.352251,0.310026,0.825655,6742.33
1,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,1,3,1,1,2,1,1,1,1,1,1,2,2,1,6,6,1,6,6,2,2,8,2,2,9,2,16,5,1,4,17,0.283689,0.422197,0.506105,0.463029,0.534484,0.394921,0.402467,0.819,0.32128,0.36458,0.453334,0.454705,0.651733,0.743588,6807.97
